proper names,WGSN-id,Designation,HIP,Bayer ID,Simbad spelling,Constellation,Origin,Ethnic-Cultural_Group_or_Language,Reference,Date of Adoption 
Zosma,4355,HR 4357,54872,? Leo,Zosma,Leo,"From the Greek word ?????, ""girdle"" or ""loin cloth"". In Early Modern times this word was erroneously said to have been used to describe ? Leo in a medieval Greek text. Correctly, the text has ?????, ""hip"" or ""lower back"" (after Ptolemy). The name ""Zosma"" (transliterated from the erroneous Greek word) was applied in recent times.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",7/20/2016
Achernar,499,HR 472,7588,? Eri,Achernar,Eri,"Arabic name ??? ????? (??iru ?n-nahr) meaning, the End of the River; originally used for ? Eri that was considered the end of the river in the ancient star catalog (Almagest).The name was transferred to ? Eri in the Early Modern Era when the constellation was extended south to this new terminus.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Alcor,5062,HR 5062,65477,80 UMa,Alcor,UMa,"Ultimately from the pre-Islamic Arabian name al-jaun, for ? UMa, which was transliterated and eventually corrupted in Latin to ""Alcor."" The name was wrongly transferred to 80 UMa in Early Modern times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Alcyone,1204,HR 1165,17702,? Tau,Alcyone,Tau,"These names were individually applied in Early Modern times from a family of characters in Greek mythology: Atlas, Pleione and their seven daughters, the Pleiades.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Aldebaran,1498,HR 1457,21421,? Tau,Aldebaran,Tau,"Applied in the early Islamic period from its pre-Islamic Arabian name al-dabaran, possibly meaning ""the Follower,"" alternatively used as the lunar mansion name for all the Hyades (or again for ? Tau alone). The name is thought to refer to this star's following the Pleiades across the sky, or to the Hyades (or ? Tau) coming after the Pleiades as a lunar mansion. ""Aldebaran"" is one of the oldest Arabic star names applied in the West, from the end of the 10th century A.D.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Algenib,73,HR 39,1067,? Peg,Algenib,Peg,"From the name for the Arabic Almagest period al-janb, ""the Side,"" for ? Per. Wrongly transferred to ? Peg in Early Modern times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Algol,977,HR 936,14576,? Per,Algol,Per,"Applied in medieval times from an abbreviation of its name for the Arabic Almagest period ras al-ghul ""the Demon's Head"" (for Ptolemy's Gorgon-head). ""Algol"" is one of the oldest Arabic star names applied in the West, from the end of the 10th century A.D.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Alioth,4905,HR 4905,62956,? UMa,Alioth,UMa,"Ultimately from its pre-Islamic Arabian name al-jaun, ""the Black Horse, or Bull,"" which became corrupted even in Arabic sources (where some of the corruptions carried other meanings). For example, in the Arabic manuscript of the Almagest that was translated into Latin in 1175 A.D., this name of ? UMa had apparently been miswritten as al-jauza or al-jauza (the latter being identical to the name for the Arabic Almagest period for Orion and Gemini). Whatever was read in this Arabic manuscript was transliterated into Latin as alioze. In subsequent Latin copies, this name was further corrupted to aliore, Alcor, Alioth, etc. Since late medieval times, ""Alioth"" became the preferred name for ? UMa.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Aljanah,7934,HR 7949,102488,? Cyg,Aljanah,Cyg,"The star used to be commonly named Gienah (cf. Kunitzsch and Smart 2006, Allen 1899) which derives from Arabic al-Jan??, The Wing, based on Almagest translations. WGSN adopted the original Arabic word instead of the corrupted one.",Arabic,--,6/30/2016
Alkaid,5192,HR 5191,67301,? UMa,Alkaid,UMa,"Applied with various spellings since medieval times, from its pre-Islamic Arabian name al-qa'id, ""the Leader"" (probably as leader of the Daughters of the Bier).",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Alpheratz,49,HR 15,677,? And,Alpheratz,And,"The specific origin of this name is unclear. It may represent a transfer from ? Peg, where alferaz and other variants were applied in medieval times as abbreviations for ? Peg's Arabic name mankib al-faras, ""the Horse's Shoulder"". Or, it may be from an abbreviation of the name alpheraz id est equus, ""alpheraz, that is, the Horse"", which was applied directly to ? And also in medieval times. In any case, Medieval Latin authors confused these two names, their spellings, and their identifications, and the modern application of ""Alpheratz"" to ? And comes down to us from late medieval times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Altair,7558,HR 7557,97649,? Aql,Altair,Aql,"Applied with various spellings since medieval times, from an abbreviation of its Arabic name al-nars al-ta)ir, ""the Flying Eagle (or Vulture)"", alternatively used as an asterism name for ?, ? and ? Aql. The name has probable origins among the Babylonians and Sumerians, for whom ? Aql was ""the Eagle Star"".",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Antares,6150,HR 6134,80763,? Sco,Antares,Sco,"From its ancient Greek name ???????, ""like Ares"", likening the red colour of this star to its planetary namesake (the Roman Mars), name occurs in the Almagest. Possibly the Greek name goes back to a Sumerian precursor AN.TA.GUB (as suggested by Horowitz).",Greek,"Almagest, translated by Toomer (1984, 372), Horowitz ()",6/30/2016
Arcturus,5331,HR 5340,69673,? Boo,Arcturus,Boo,"From its ancient Greek name ?????????, ""the Guard, or Guardian"". Reapplied in Early Modern times. As the Greek word  ??????, ""bear,"" also came to mean ""north,"" the meaning can ambiguously be ""Guardian of the North"" and ""Guardian of the Bear"", referring to the nearby constellation Ursa Major.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Bellatrix,1819,HR 1790,25336,? Ori,Bellatrix,Ori,"A Latin name meaning ""the Female Warrior"", given to ? Aur in a medieval astrological text (the reason behind this initial application is not fully understood and awaits further findings in corresponding Arabic texts). In late medieval times, bellatrix was transferred to ? Ori, perhaps by association with the name Bellator, ""the Male Warrior"", which was used for Orion in other astrological texts.",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Betelgeuse,2085,HR 2061,27989,? Ori,Betelgeuse,Ori,"Applied with varied spellings since medieval times, from its pre-Islamic Arabian name yad al-jauza', ""the Hand of al-jauza'"" (The first medieval transliteration into Latin was bedalgeuze, mistaking the initial Arabic letter as ""b"" instead of ""y."" In Early Modern times this corruption was erroneously attributed to the assumed Arabic word ""bat"" [properly ibt], for ""the Armpit"" of al-jauza', giving rise to the corruption  Betelgeuse"" seen today. Thus by Early Modern times both the ""y"" and ""d"" of the first part of the pre-Islamic Arabian name had become corrupted.) The pre-Islamic Arabian asterism al-jauza' was a feminine figure represented in the stars of what is today Orion. The origin of its name is unclear (as with nearly all of the ancient group of pre-Islamic Arabian names). The root jwz can mean ""middle,"" and the word al-jauza' is structured as a feminine adjective, thus al-jauza' may mean ""the female one, having something about her related to the middle."" There have been different speculations as to what the ""middle"" reference, if that is what it is, could be (for one example). The pre-Islamic Arabians' al-jauza' corresponded to what in other cultures was Gemini among the zodiacal signs. The Arabics subsequently used the indigenous name for both the Greek Orion and Twins, leading to some confusion in star names between the two constellations. An alternative name for the Arabic Almagest period for Orion was al-jabbar, ""the Giant"" and for Gemini, al-taw'aman, ""the Twins.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Canopus,2304,HR 2326,30438,? Car,Canopus,Car,"From its ancient Greek name ??????? (Ptolemy's spelling), an untranslated proper name that was introduced rather late into Greek astronomy (perhaps in the 2nd century BCE). There seem to be Egyptian influences in the name's development. Reapplied in Early Modern times.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Capella,1746,HR 1708,24608,? Aur,Capella,Aur,"Its ancient Roman name meaning ""the She-goat"" (but more commonly given, in antiquity, as Capra), after the star's Greek name ???, ""the Goat"". Reapplied in recent times. The Roman names Capella, Aselli (for ?/ ? Cnc), and others in the diminutive form (also in Greek), are likely meant to indicate an atypical use of words, as an animal's name given to a star instead of to the animal (rather than meaning ""small"" animals or personages).",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Caph,56,HR 21,746,? Cas,Caph,Cas,"Applied in recent times from an abbreviation of its pre-Islamic Arabian name al-kaff al-khadib ""the Stained Hand,"" alternatively and more correctly used for all the brighter stars of today's Cassiopeia (probably ?, ?, ?, ?, and ?). The pre-Islamic Arabian figure here represented a hand with its finger-tips stained reddish-brown in the traditional Eastern way using henna leaves. al-kaff al-khatdib, in turn, was part of the larger pre-Islamic Arabian asterism kaff althurayya al-yumna al-mabsuta, ""the Outstretched Right Hand of the Pleiades."" The latter extended from today's Taurus through Perseus into Cassiopeia. A second hand (the Pleiades were a ""head"" from which two arms or hands radiated) was al-kaff al-jadhma', ""the Amputated Hand,"" in today's Cetus.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Castor,2885,HR 2891,36850,? Gem,Castor,Gem,"From its ancient Greek name ??????, a character in Greek mythology, the twin of Pollux (? Gem). Reapplied in Early Modern times.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Deneb,7908,HR 7924,102098,? Cyg,Deneb,Cyg,"""Tail"" in Arabic",Arabic,,6/30/2016
Denebola,4535,HR 4534,57632,? Leo,Denebola,Leo,"Applied with various spellings since medieval times, from its name for the Arabic Almagest period dhanab al-asad, ""the Lion's Tail.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Dubhe,4301,HR 4301,54061,? UMa,Dubhe,UMa,"Applied in medieval times from the Arabic constellation name al-dubb, ""the Bear,"" for Ursa Major. The spelling in the oldest sources was edubh (corresponding to the Arabic noun with the article al prefixed as e).  Afterwards, by corruption, the initial e was transferred to the end of the word: dubhe.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Megrez,4666,HR 4660,59774,? UMa,Megrez,UMa,"Applied in recent times from an abbreviation of its name for the Arabic Almagest period maghriz al-dubb al-akbar, ""the Root (of the tail) of the Greater Bear.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Menkar,949,HR 911,14135,? Cet,Menkar,Cet,"From the Arabic word al-minkhar, ""the nostrils,"" used in the Arabic Almagest in describing ? Cet. Wrongly applied as a star name to ? Cet (properly on the ""jaw"") in a Medieval Latin star table.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Merak,4290,HR 4295,53910,? UMa,Merak,UMa,"Applied in recent times from an abbreviation of its name for the Arabic Almagest period maraqq al-dubb al-akbar, ""the Flank (or Groin) of the Greater Bear.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Mira,624,HR 681,10826,? Cet,Mira,Cet,"Its Latin name since Early Modern times meaning ""the Amazing One"", as taken from Historiola Mirae Stellae - the title of a work describing the amazing variability of this star (written by Hevelius in 1662).",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
Mirach,365,HR 337,5447,? And,Mirach,And,"Ultimately from the Arabic word al-mi)zar, ""the girdle"" or ""loin cloth"", used in the Arabic Almagest in describing this star. The correct transliteration of the word in the Medieval Latin Almagest was mizar, which was occasionally misspelled as mirac, mirat, etc. These corruptions, taken as proper names for ? And, were correctly attributed to al-mi)zar by Early Modern scholars. Subsequently one of the misspellings, ""Mirach"", gained more popularity over the correct ""Mizar"", to beome the preferred modern name.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",6/30/2016
